"building.class.category","sale.price.n","gross.sqft","land.sqft","year.built"
"1 One Dwelling",493,1320,1883,1925
"1 One Dwelling",580,1212,3000,1925
"1 One Dwelling",445,1008,1928,1925
"1 One Dwelling",550,1106,2000,1925
"1 One Dwelling",575,1008,1800,1925
"1 One Dwelling",380,1008,1800,1925
"1 One Dwelling",540,924,2000,1925
"1 One Dwelling",440,952,1800,1925
"1 One Dwelling",660,2304,2000,1935
"1 One Dwelling",685,2368,2000,1935
"1 One Dwelling",680,2272,2008,1935
"1 One Dwelling",680,1800,2058,1930
"1 One Dwelling",665,1320,2000,1925
"1 One Dwelling",530,1320,2000,1925
"1 One Dwelling",460,1156,3000,1925
"1 One Dwelling",499,1540,1600,1940
"1 One Dwelling",610,1494,3000,1925
"1 One Dwelling",660,1614,2500,1925
"1 One Dwelling",670,2166,1800,1940
"1 One Dwelling",503,1084,2500,1925
"1 One Dwelling",679,1204,2000,1930
"1 One Dwelling",640,1414,1900,1925
"1 One Dwelling",443,1268,2200,1945
"1 One Dwelling",547,860,2200,1935
"1 One Dwelling",585,1208,1667,1935
"1 One Dwelling",730,1680,2500,1950
"1 One Dwelling",730,1680,2450,1940
"1 One Dwelling",685,1600,2017,1935
"1 One Dwelling",757.5,1636,2000,1935
"1 One Dwelling",248,1036,2167,1920
"1 One Dwelling",730,1120,2225,1920
"1 One Dwelling",685,1536,2050,1935
"1 One Dwelling",421,1146,2242,1920
"1 One Dwelling",550,1022,2500,1925
"1 One Dwelling",549,1280,2000,1920
"1 One Dwelling",580,1849,1817,1955
"1 One Dwelling",660,1320,2500,1950
"1 One Dwelling",628,1392,2217,1950
"1 One Dwelling",498,1805,2000,1930
"1 One Dwelling",645,1805,2000,1930
"1 One Dwelling",630,1805,2000,1930
"1 One Dwelling",529,1092,1817,1925
"1 One Dwelling",330,1380,1200,1940
"2 Two Dwelling",870,2758,2800,1950
"2 Two Dwelling",900,1720,3600,1925
"2 Two Dwelling",649,1890,1800,1925
"2 Two Dwelling",701,2460,2000,1925
"2 Two Dwelling",486,2088,1750,1935
"2 Two Dwelling",705,2270,2000,1935
"2 Two Dwelling",825,4078,3708,1935
"2 Two Dwelling",615,2116,2500,1945
"2 Two Dwelling",718,2821,1827,1945
"2 Two Dwelling",165,1600,2500,1930
"2 Two Dwelling",175,1600,2500,1930
"2 Two Dwelling",650,1872,1440,1945
"2 Two Dwelling",895,1608,2630,1920
"2 Two Dwelling",600,1890,1800,1925
"2 Two Dwelling",522,1464,2000,1925
"2 Two Dwelling",650,1472,1942,1925
"2 Two Dwelling",618,1472,2100,1925
"2 Two Dwelling",650,1472,2000,1925
"2 Two Dwelling",775,2240,2500,1925
"2 Two Dwelling",718,1600,2500,1930
"2 Two Dwelling",450,1600,2500,1930
"2 Two Dwelling",600,2400,2500,1925
"2 Two Dwelling",572.5,1600,2500,1925
"2 Two Dwelling",560,2016,1530,1926
"2 Two Dwelling",810,2805,2600,1940
"2 Two Dwelling",439,2016,1530,1927
"2 Two Dwelling",600,2334,1700,1945
"2 Two Dwelling",850,2206,2500,1930
"2 Two Dwelling",785,1568,3344,1930
"2 Two Dwelling",980,2600,2000,1931
"2 Two Dwelling",690,2148,3042,1955
"2 Two Dwelling",642.5,1683,1842,1925
"2 Two Dwelling",680,1644,1970,1925
"2 Two Dwelling",665,1744,2003,1925
"2 Two Dwelling",700,1572,4000,1925
"2 Two Dwelling",660,1930,3000,1925
"2 Two Dwelling",585,1260,2000,1930
"2 Two Dwelling",340,1550,2900,1940
"2 Two Dwelling",570,1504,2000,1925
"2 Two Dwelling",620,1890,1800,1935
"2 Two Dwelling",548,1932,2800,1935
"2 Two Dwelling",810,2340,2000,1935
"2 Two Dwelling",750,2340,2983,1935
"2 Two Dwelling",666.5,2280,1600,1930
"2 Two Dwelling",585,1320,2000,1925
"2 Two Dwelling",525,1084,2500,1925
"2 Two Dwelling",585,966,1850,1930
"2 Two Dwelling",560,1292,2500,1925
"2 Two Dwelling",540,968,2200,1935
"2 Two Dwelling",525,2021,2200,1955
"2 Two Dwelling",660,1840,1800,1950
"2 Two Dwelling",472,1592,1600,1950
"2 Two Dwelling",499.9,800,2000,1945
"2 Two Dwelling",652,1480,2000,2006
"2 Two Dwelling",265,1480,2000,2006
"2 Two Dwelling",850,2916,4000,1960
"2 Two Dwelling",580,1920,2000,1930
"2 Two Dwelling",665.85,2192,2483,1980
"2 Two Dwelling",625,2324,2575,1980
"2 Two Dwelling",624.995,1920,2000,1930
"2 Two Dwelling",355,1920,2000,1930
"2 Two Dwelling",645,2015,2000,1950
"2 Two Dwelling",835,1920,1600,2002
"3 Three Dwelling",550,1890,1800,1925
"3 Three Dwelling",585,2645,2533,1950
"3 Three Dwelling",825,2996,11800,1965
"3 Three Dwelling",949.999,3112,3000,1970
"1 One Dwelling",900,1630,4000,1925
"1 One Dwelling",825,1630,4000,1925
"1 One Dwelling",785,1990,3000,1915
"1 One Dwelling",1200,2476,4000,1910
"1 One Dwelling",960,2456,4000,1910
"1 One Dwelling",675,1863,4000,1920
"1 One Dwelling",999.9,2186,4000,1910
"1 One Dwelling",1000,2300,2000,1931
"1 One Dwelling",1200,3076,4000,1920
"1 One Dwelling",870,2570,4000,1905
"1 One Dwelling",1000,2372,1775,1927
"1 One Dwelling",752,1516,1700,1930
"1 One Dwelling",670.5,1360,1575,1910
"1 One Dwelling",478.888,1352,1269,1901
"1 One Dwelling",640,1412,2000,1930
"1 One Dwelling",950,1620,2018,1910
"1 One Dwelling",815,1564,2400,1930
"1 One Dwelling",200,1548,1700,1930
"1 One Dwelling",990,2584,1710,1931
"1 One Dwelling",580,1524,2326,1910
"1 One Dwelling",569.493,1392,2572,1925
"1 One Dwelling",670,1796,2000,1925
"1 One Dwelling",525,976,1006,1945
"1 One Dwelling",525,976,1006,1945
"1 One Dwelling",1860.5,1928,4620,1930
"1 One Dwelling",950,1700,2145,1920
"1 One Dwelling",820,1368,3000,1925
"1 One Dwelling",875,1528,3200,1925
"1 One Dwelling",815,1636,3000,1925
"1 One Dwelling",1200,2698,3000,1930
"1 One Dwelling",845,1709,3500,1925
"1 One Dwelling",1375,1568,3521,1925
"1 One Dwelling",999.999,2216,3000,1920
"1 One Dwelling",600,1600,1500,1899
"1 One Dwelling",780,1968,1820,1920
"1 One Dwelling",1130,1416,3353,1925
"1 One Dwelling",1330,1434,3353,1925
"1 One Dwelling",1330,1434,3353,1925
"1 One Dwelling",670,1280,2000,1925
"1 One Dwelling",405,1280,2000,1925
"1 One Dwelling",695,1580,1536,1910
"1 One Dwelling",725,1616,4000,1920
"1 One Dwelling",100,2029,4000,1910
"1 One Dwelling",753,1131,3000,1920
"1 One Dwelling",370,2080,2000,1920
"1 One Dwelling",999,1944,4000,1915
"1 One Dwelling",680,1136,2250,1915
"1 One Dwelling",628,1152,2167,1915
"1 One Dwelling",555,1152,2167,1915
"1 One Dwelling",966.75,3225,2875,1930
"1 One Dwelling",605,1440,2000,1925
"1 One Dwelling",1650,2505,4000,1925
"1 One Dwelling",1300,2368,4000,1925
"1 One Dwelling",1300,1740,4000,1925
"1 One Dwelling",1525,2286,4000,1925
"1 One Dwelling",1350,3628,3000,1925
"1 One Dwelling",340,2520,2542,1930
"1 One Dwelling",680,1376,1800,1925
"1 One Dwelling",735,1680,2000,1925
"1 One Dwelling",950,1844,4000,1925
"1 One Dwelling",2000,3872,6000,1920
"1 One Dwelling",1552.5,2413,4000,1910
"1 One Dwelling",1650,3080,4000,1925
"1 One Dwelling",799,1472,2058,1925
"1 One Dwelling",775,1552,2667,1925
"1 One Dwelling",635,1552,2667,1925
"1 One Dwelling",300,1232,2100,1925
"1 One Dwelling",1810,2044,4000,1925
"1 One Dwelling",1150,1864,3000,1915
"1 One Dwelling",1105,1850,3000,1915
"1 One Dwelling",1050,1725,3750,1925
"1 One Dwelling",995,1584,2850,1920
"1 One Dwelling",795.5,1346,2700,1925
"1 One Dwelling",3200,1400,4000,1925
"1 One Dwelling",813,1336,2700,1925
"1 One Dwelling",1160,1977,3000,1925
"1 One Dwelling",885.25,1776,2800,1925
"1 One Dwelling",500,1632,2048,1925
"1 One Dwelling",1116.5,1692,3000,1925
"1 One Dwelling",1265,2040,4000,1915
"1 One Dwelling",1100,2471,3000,1915
"1 One Dwelling",850,1852,2500,1910
"1 One Dwelling",1350,2152,4000,1925
"1 One Dwelling",985,1634,2450,1925
"1 One Dwelling",1375,1360,4000,1930
"1 One Dwelling",955,2038,2850,1925
"1 One Dwelling",940,1961,2850,1925
"1 One Dwelling",999,1993,2850,1925
"1 One Dwelling",940,1462,3000,1925
"1 One Dwelling",990,1983,3150,1925
"1 One Dwelling",1425,1900,4000,1910
"1 One Dwelling",990,1800,4000,1920
"1 One Dwelling",810,1484,2700,1905
"1 One Dwelling",1580,2535,4000,1915
"1 One Dwelling",675,1326,2000,1925
"1 One Dwelling",650,1326,2000,1925
"1 One Dwelling",700,1480,2750,1925
"1 One Dwelling",900,1408,2625,1935
"1 One Dwelling",714,1176,2000,1930
"1 One Dwelling",659,1600,2000,1910
"1 One Dwelling",999,1456,3500,1925
"1 One Dwelling",845,1568,2667,1925
"1 One Dwelling",860,1472,2000,1910
"1 One Dwelling",750,1650,2100,1930
"1 One Dwelling",850,1464,3150,1925
"2 Two Dwelling",1100,3300,1800,1931
"2 Two Dwelling",800,2008,2000,1925
"2 Two Dwelling",990,2117,4000,1901
"2 Two Dwelling",950,3014,3000,1925
"2 Two Dwelling",1650,4875,3144,1975
"2 Two Dwelling",1650,6500,3144,1975
"2 Two Dwelling",924,2188,3000,1920
"2 Two Dwelling",1450,3728,4000,1915
"2 Two Dwelling",177,1564,1250,1915
"2 Two Dwelling",580,1404,1250,1915
"2 Two Dwelling",860,1696,1700,1930
"2 Two Dwelling",1050,2204,3000,1920
"2 Two Dwelling",1275,2880,3600,1910
"2 Two Dwelling",1250,3522,1833,1932
"2 Two Dwelling",750,3520,1833,1932
"2 Two Dwelling",200,1592,1498,1940
"2 Two Dwelling",600,1592,1520,1940
"2 Two Dwelling",300,2352,2750,1925
"2 Two Dwelling",1100,2400,2400,1925
"2 Two Dwelling",853.6,2048,2000,1910
"2 Two Dwelling",875,1768,2000,1925
"2 Two Dwelling",800,2380,2325,1920
"2 Two Dwelling",400,2640,2900,1925
"2 Two Dwelling",995,2625,4000,1925
"2 Two Dwelling",785,2194,1554,1920
"2 Two Dwelling",800,2841,4000,1925
"2 Two Dwelling",173.429,2163,2125,1920
"2 Two Dwelling",1067.6,2480,2930,1920
"2 Two Dwelling",435,1672,1725,1935
"2 Two Dwelling",250,1408,2459,1920
"2 Two Dwelling",712,1408,2400,1920
"2 Two Dwelling",700,2824,3800,1920
"2 Two Dwelling",1380,2728,4000,1925
"2 Two Dwelling",915,2080,1500,1910
"2 Two Dwelling",1275,2680,4000,1920
"2 Two Dwelling",1425,2640,4000,1920
"2 Two Dwelling",818,2200,2475,1910
"2 Two Dwelling",749,1908,1892,1915
"2 Two Dwelling",1230,3162,3825,1925
"2 Two Dwelling",1590,4000,4000,1925
"2 Two Dwelling",950,2520,2550,1930
"2 Two Dwelling",945.5,2320,2550,1925
"2 Two Dwelling",990,3118,5000,1910
"2 Two Dwelling",925,2130,3333,1920
"2 Two Dwelling",920,2130,3333,1920
"2 Two Dwelling",1124.5,2572,3850,1925
"2 Two Dwelling",1500,3814,5000,1920
"2 Two Dwelling",1220,2236,4000,1910
"2 Two Dwelling",406,1408,2625,1930
"2 Two Dwelling",932.5,2000,3000,1940
"3 Three Dwelling",1080,3240,2000,2000
"3 Three Dwelling",400.5,3364,4000,1910
"3 Three Dwelling",960,3089,3333,1910
"3 Three Dwelling",680,2160,1500,1930
"3 Three Dwelling",9000,3921,2000,1975
"3 Three Dwelling",298.333,3720,2000,1975
"3 Three Dwelling",596.666,3720,2000,1975
"3 Three Dwelling",950,2680,4000,1920
"3 Three Dwelling",855.6,2881,3000,1920
"3 Three Dwelling",1250,3310,2000,1975
"3 Three Dwelling",2000,3268,3750,1925
"3 Three Dwelling",1200,3344,3242,1920
"3 Three Dwelling",1400,3378,3350,1920
"1 One Dwelling",675,972,4950,1950
"1 One Dwelling",649,972,5000,1950
"1 One Dwelling",618.047,2281,3775,1960
"1 One Dwelling",700,1937,3775,1960
"1 One Dwelling",1080,2916,5137,2005
"1 One Dwelling",1145.531,2916,6231,2005
"1 One Dwelling",1221.9,2922,8180,2005
"1 One Dwelling",1450,3972,6840,1965
"1 One Dwelling",1000,2540,6000,1965
"1 One Dwelling",1700,2955,6000,1965
"1 One Dwelling",640,2091,2325,1960
"1 One Dwelling",150,1530,1792,1960
"1 One Dwelling",650,1584,1800,1960
"1 One Dwelling",200,1584,1800,1960
"1 One Dwelling",512,1700,1792,1960
"1 One Dwelling",645,1700,1792,1960
"1 One Dwelling",598,2045,1800,1965
"1 One Dwelling",689,2028,1800,1965
"1 One Dwelling",545,2028,1800,1965
"1 One Dwelling",450,1260,2001,1965
"1 One Dwelling",580,2028,2367,1965
"1 One Dwelling",537,1324,2300,1965
"1 One Dwelling",548,1292,2800,1960
"1 One Dwelling",900.5,1997,4000,1970
"1 One Dwelling",1475,3767,3517,1970
"1 One Dwelling",960,2168,5000,1965
"1 One Dwelling",1100,2651,4000,1965
"1 One Dwelling",940,2651,4000,1965
"1 One Dwelling",1100,2100,8035,1965
"1 One Dwelling",905,1959,3691,1960
"1 One Dwelling",760,2310,4293,1960
"1 One Dwelling",830,2400,4433,1960
"1 One Dwelling",999.1,2578,4000,1960
"1 One Dwelling",1734,2512,5042,1960
"1 One Dwelling",1788.334,2506,3800,1960
"1 One Dwelling",999,2311,4200,1960
"1 One Dwelling",1650,2553,4794,1965
"1 One Dwelling",1650,4550,4532,1965
"1 One Dwelling",900,1836,4233,1960
"1 One Dwelling",1290,2437,5125,1960
"1 One Dwelling",1300,8400,5125,1960
"1 One Dwelling",975,2624,5250,1960
"1 One Dwelling",995,2584,5733,1960
"1 One Dwelling",1800,6382,7100,1960
"1 One Dwelling",950,2488,5958,1960
"1 One Dwelling",2000,2584,5575,1965
"1 One Dwelling",930,2320,5392,1965
"1 One Dwelling",1150,2320,5108,1965
"1 One Dwelling",800,3700,5225,1960
"1 One Dwelling",825,2480,5367,1960
"1 One Dwelling",1480,2208,5100,1960
"1 One Dwelling",869,2324,5200,1960
"1 One Dwelling",1150,3083,6517,1960
"1 One Dwelling",1350,4338,4783,1950
"1 One Dwelling",992,2300,6000,1960
"1 One Dwelling",1060,2592,5450,1960
"1 One Dwelling",477.5,1188,2317,1960
"1 One Dwelling",550,1624,2326,1965
"1 One Dwelling",515,1152,2100,1960
"1 One Dwelling",945,2116,4000,1960
"1 One Dwelling",730,2116,3950,1960
"1 One Dwelling",475,1188,1800,1960
"2 Two Dwelling",720,2760,3400,1960
"2 Two Dwelling",699,2760,2000,1960
"2 Two Dwelling",675,2760,2000,1960
"2 Two Dwelling",746.5,2760,2000,1960
"2 Two Dwelling",990,2424,4560,1970
"2 Two Dwelling",820,2124,3000,1965
"2 Two Dwelling",940,2124,3300,1965
"2 Two Dwelling",420,1938,1792,1960
"2 Two Dwelling",655,2397,1792,1960
"2 Two Dwelling",690,2104,2700,1960
"2 Two Dwelling",693.6,2120,2500,1965
"2 Two Dwelling",735,2096,2500,1965
"2 Two Dwelling",570,2170,2675,1960
"2 Two Dwelling",710,2170,2683,1960
"2 Two Dwelling",835,2226,2683,1965
"2 Two Dwelling",1500,4020,6680,1960
"2 Two Dwelling",900,2382,6116,1960
"2 Two Dwelling",638.5,1924,2133,1960
"2 Two Dwelling",1500,2456,4608,1965
"2 Two Dwelling",600,2456,4608,1965
"2 Two Dwelling",990,2664,4000,1960
"2 Two Dwelling",995,2464,5200,1960
"2 Two Dwelling",800,2532,3306,1965
"2 Two Dwelling",919,2576,4000,1960
"2 Two Dwelling",910,2576,3875,1960
"2 Two Dwelling",800,2576,3875,1960
"2 Two Dwelling",870,3486,2900,1960
"2 Two Dwelling",815,3486,2900,1960
"2 Two Dwelling",650,2050,2500,1960
"2 Two Dwelling",730,2050,2500,1960
"2 Two Dwelling",650,2160,3900,1960
"2 Two Dwelling",550,2032,2533,1960
"2 Two Dwelling",325,1778,3100,1960
"2 Two Dwelling",640,1920,3183,1960
"2 Two Dwelling",605,1920,2000,1960
"2 Two Dwelling",648,1920,2000,1960
"1 One Dwelling",2110.5,2295,1275,2014
"1 One Dwelling",1985.587,2295,1275,2014
"1 One Dwelling",2013.204,2295,1275,2014
"1 One Dwelling",1976.69,2295,1275,2014
"1 One Dwelling",2138.325,2295,1275,2014
"1 One Dwelling",2014.098,2295,1275,2014
"1 One Dwelling",1942.565,2295,1275,2014
"1 One Dwelling",2036.5,2340,1300,2014
"2 Two Dwelling",950,2160,1686,1910
"3 Three Dwelling",1153.256,1500,2500,1899
"3 Three Dwelling",1400,2872,820,1899
"1 One Dwelling",265,1426,1429,1920
"1 One Dwelling",664.511,2136,1554,1927
"1 One Dwelling",410,2220,1263,1910
"1 One Dwelling",800,2000,2500,1910
"1 One Dwelling",185,2000,2500,1910
"1 One Dwelling",1260,2430,1800,1899
"1 One Dwelling",1200,2175,1725,1901
"1 One Dwelling",565,1272,2500,1910
"1 One Dwelling",350,2324,1853,1901
"1 One Dwelling",580,1764,883,1901
"1 One Dwelling",775,3250,2500,1931
"1 One Dwelling",858,1575,1500,1899
"1 One Dwelling",584.5,1745,1567,1915
"1 One Dwelling",800,1935,1500,1915
"2 Two Dwelling",700,2700,2000,1901
"2 Two Dwelling",250,2700,2000,1901
"2 Two Dwelling",320,4448,1667,2005
"2 Two Dwelling",231,2280,1925,1901
"2 Two Dwelling",829.8,1848,1463,1901
"2 Two Dwelling",527.715,1872,1408,1901
"2 Two Dwelling",774,1848,1786,1901
"2 Two Dwelling",685,2250,1050,2005
"2 Two Dwelling",355,1360,1427,1901
"2 Two Dwelling",305,1360,1427,1901
"2 Two Dwelling",900,2000,2143,1901
"2 Two Dwelling",389.021,2000,2143,1901
"2 Two Dwelling",440,2000,2143,1901
"2 Two Dwelling",875,1900,2045,1901
"2 Two Dwelling",690.267,2430,1929,1901
"2 Two Dwelling",730,1712,3194,1901
"2 Two Dwelling",899,5511,2531,2015
"2 Two Dwelling",362.5,1900,1332,1901
"2 Two Dwelling",600,1976,2427,1920
"2 Two Dwelling",300,2700,2555,1899
"2 Two Dwelling",900,2907,1520,2005
"2 Two Dwelling",475,2500,1520,1899
"2 Two Dwelling",795,3000,2600,1899
"2 Two Dwelling",850,4200,2000,1929
"2 Two Dwelling",355,1464,1735,1920
"2 Two Dwelling",490,3060,1070,2005
"2 Two Dwelling",205,3060,1070,2005
"2 Two Dwelling",895,1900,2340,1930
"2 Two Dwelling",850,2400,2500,1899
"2 Two Dwelling",670,3440,2500,1899
"2 Two Dwelling",210,2295,1366,1899
"2 Two Dwelling",1167.5,2100,1750,1899
"2 Two Dwelling",1275,2280,1900,1899
"2 Two Dwelling",995,2856,2025,1992
"2 Two Dwelling",1490,3200,1600,1910
"2 Two Dwelling",30,2169,1808,1899
"2 Two Dwelling",999.95,2430,1800,1899
"2 Two Dwelling",1400,2430,1800,1899
"2 Two Dwelling",931,2430,1800,1899
"2 Two Dwelling",800,2475,1833,1899
"2 Two Dwelling",205,3300,2000,1910
"2 Two Dwelling",99,3300,2000,1910
"2 Two Dwelling",150,2184,1733,1899
"2 Two Dwelling",590,2238,1420,1899
"2 Two Dwelling",1480,2700,2000,1899
"2 Two Dwelling",1175,3420,1520,1901
"2 Two Dwelling",1549,3096,1800,1899
"2 Two Dwelling",1200,3096,1800,1899
"2 Two Dwelling",1200,2700,2000,1899
"2 Two Dwelling",965,2200,2000,1899
"2 Two Dwelling",50,2200,2000,1899
"2 Two Dwelling",1440,2655,2000,1899
"2 Two Dwelling",935,2331,1850,1910
"2 Two Dwelling",576.229,2331,1850,1910
"2 Two Dwelling",475,2331,1850,1910
"2 Two Dwelling",1390,2430,1800,1910
"2 Two Dwelling",869,2700,2000,1910
"2 Two Dwelling",1200,2268,1800,1901
"2 Two Dwelling",1250,2268,1800,1901
"2 Two Dwelling",1350,2268,1800,1901
"2 Two Dwelling",1,2430,1800,1901
"2 Two Dwelling",1430,2430,1800,1901
"2 Two Dwelling",700,2430,1800,1901
"2 Two Dwelling",423.7,1968,1967,1910
"2 Two Dwelling",652,1056,2500,1899
"2 Two Dwelling",1250,1800,4500,1920
"2 Two Dwelling",850,2200,1500,1910
"2 Two Dwelling",630,2200,1500,1910
"2 Two Dwelling",460,1920,2067,1995
"2 Two Dwelling",1205,2700,2000,1910
"2 Two Dwelling",899,2817,1708,2007
"2 Two Dwelling",840,1346,1683,1899
"2 Two Dwelling",570,1346,1683,1899
"2 Two Dwelling",555,2139,1783,1920
"2 Two Dwelling",165,2139,1783,1920
"2 Two Dwelling",759,2103,1558,1899
"2 Two Dwelling",557.5,2103,1558,1899
"2 Two Dwelling",989,2103,1558,1899
"2 Two Dwelling",695,2103,1114,1899
"2 Two Dwelling",325,1120,1147,1899
"2 Two Dwelling",18,2001,1667,1899
"2 Two Dwelling",740,1920,2067,1995
"2 Two Dwelling",480,1800,3200,2001
"2 Two Dwelling",175,1140,1975,1910
"2 Two Dwelling",1075,1920,1600,1910
"2 Two Dwelling",605,1920,1600,1910
"2 Two Dwelling",400,1818,1159,1899
"2 Two Dwelling",239,1856,1300,1910
"2 Two Dwelling",890,1836,1300,1910
"2 Two Dwelling",260,2251,1900,1910
"2 Two Dwelling",734,2187,1875,1910
"2 Two Dwelling",490,1420,1500,1899
"2 Two Dwelling",680,2548,1975,1999
"2 Two Dwelling",327.349,1972,1667,1920
"2 Two Dwelling",599,2400,4000,2002
"2 Two Dwelling",350,1650,1667,1899
"2 Two Dwelling",895,1950,1667,1899
"2 Two Dwelling",555,2070,1750,1910
"2 Two Dwelling",400,2640,2070,2002
"2 Two Dwelling",785,1800,1960,2002
"2 Two Dwelling",949,1992,1487,1910
"2 Two Dwelling",950,2089,1658,1901
"2 Two Dwelling",965,2040,1658,1901
"2 Two Dwelling",140,2040,1658,1901
"2 Two Dwelling",320,2400,2352,1910
"2 Two Dwelling",400,2088,1649,1899
"2 Two Dwelling",340,2088,1649,1899
"2 Two Dwelling",955,1848,1387,1899
"2 Two Dwelling",800,3480,1790,1899
"2 Two Dwelling",140,2360,1611,1899
"2 Two Dwelling",425,2138,1522,1899
"2 Two Dwelling",170,1530,1639,1901
"2 Two Dwelling",270,1530,1639,1901
"2 Two Dwelling",195,1242,1253,1901
"2 Two Dwelling",386.5,2296,2280,1901
"2 Two Dwelling",390,3261,1498,2005
"2 Two Dwelling",842.5,1814,1681,1910
"2 Two Dwelling",400,1814,1681,1910
"2 Two Dwelling",625,1848,1740,1910
"2 Two Dwelling",500,1444,1833,1910
"2 Two Dwelling",10,2040,1564,1920
"2 Two Dwelling",537,2088,1564,1920
"3 Three Dwelling",326.3,1536,1667,1901
"3 Three Dwelling",899,1920,1667,1901
"3 Three Dwelling",10,2190,1834,1901
"3 Three Dwelling",510,1824,1786,1901
"3 Three Dwelling",775,3500,2143,1899
"3 Three Dwelling",730.524,3500,2143,1899
"3 Three Dwelling",744,3500,2143,1899
"3 Three Dwelling",499.5,2172,2143,1901
"3 Three Dwelling",565,3600,2161,1910
"3 Three Dwelling",1015,2700,2000,1901
"3 Three Dwelling",635,2700,2000,1901
"3 Three Dwelling",490.08,2700,2000,1901
"3 Three Dwelling",710,2700,1848,2004
"3 Three Dwelling",840,3125,2773,2003
"3 Three Dwelling",581.95,3300,1790,1920
"3 Three Dwelling",175,3270,1355,2005
"3 Three Dwelling",600,3300,2144,1910
"3 Three Dwelling",625,3255,2660,1899
"3 Three Dwelling",695,3180,2555,1899
"3 Three Dwelling",1175,2832,1988,1920
"3 Three Dwelling",432,2748,2000,1920
"3 Three Dwelling",368,3240,1440,1918
"3 Three Dwelling",550,3150,1600,1920
"3 Three Dwelling",1014.872,2700,1500,1901
"3 Three Dwelling",1595,2199,1833,1899
"3 Three Dwelling",1400,2199,1833,1899
"3 Three Dwelling",1490,3300,2000,1899
"3 Three Dwelling",855,2499,1850,1899
"3 Three Dwelling",1445,3703,2300,2014
"3 Three Dwelling",1589.372,3703,2300,2014
"3 Three Dwelling",1200,3155,1983,1910
"3 Three Dwelling",950,3720,2000,1910
"3 Three Dwelling",1190,3219,1950,1910
"3 Three Dwelling",430,2565,1520,1910
"3 Three Dwelling",1255,2400,1800,1899
"3 Three Dwelling",1267,2268,1800,1901
"3 Three Dwelling",315,2700,2000,1901
"3 Three Dwelling",740.013,2532,1875,1910
"3 Three Dwelling",800,2565,1900,1899
"3 Three Dwelling",775,2565,1900,1899
"3 Three Dwelling",30,2598,1925,1899
"3 Three Dwelling",975,3135,1900,1899
"3 Three Dwelling",910,3135,1900,1899
"3 Three Dwelling",825,2700,2000,1910
"3 Three Dwelling",1349,2400,2000,1899
"3 Three Dwelling",438,2080,2000,1899
"3 Three Dwelling",729,3300,1500,1899
"3 Three Dwelling",800,2700,2000,1899
"3 Three Dwelling",750,3975,2500,2007
"3 Three Dwelling",450,2400,4500,1910
"3 Three Dwelling",630,3900,2500,2006
"3 Three Dwelling",245,2700,2000,1920
"3 Three Dwelling",681,1968,1875,1910
"3 Three Dwelling",680,3000,2500,1920
"3 Three Dwelling",525,2310,1925,1920
"3 Three Dwelling",525,2310,1925,1920
"3 Three Dwelling",525,2310,1925,1920
"3 Three Dwelling",150,2700,1500,1899
"3 Three Dwelling",708,1980,1800,1899
"3 Three Dwelling",705,2250,1875,1899
"3 Three Dwelling",730,3000,1540,1899
"3 Three Dwelling",350,2460,1875,1910
"3 Three Dwelling",500,2994,1800,1910
"3 Three Dwelling",670,2383,1490,2005
"3 Three Dwelling",1087,2250,1500,1901
"3 Three Dwelling",650,2700,2000,1920
"3 Three Dwelling",1280,2922,2000,1905
"3 Three Dwelling",725,2790,2000,1905
"3 Three Dwelling",425,2400,2000,1927
"3 Three Dwelling",825,2700,1950,1899
"3 Three Dwelling",684.5,3123,1894,2005
"3 Three Dwelling",641.497,2565,1653,1901
"3 Three Dwelling",740,3366,1682,1901
"3 Three Dwelling",656.771,2550,1682,1901
"3 Three Dwelling",620,2619,1805,1910
"3 Three Dwelling",365,2994,3142,2006
"1 One Dwelling",1375,1495,2000,1930
"1 One Dwelling",138,1669,2500,1930
"1 One Dwelling",1499,1640,3000,1910
"1 One Dwelling",1150,2130,3200,1920
"1 One Dwelling",1950,2452,4500,1901
"1 One Dwelling",1060,1785,3374,1925
"1 One Dwelling",875,1617,2410,1925
"1 One Dwelling",1425,1260,1480,1901
"1 One Dwelling",675,1332,1440,1925
"1 One Dwelling",590,1188,1717,1915
"1 One Dwelling",915,1617,3000,1925
"1 One Dwelling",830,1786,2000,1925
"1 One Dwelling",755,1340,2000,1905
"1 One Dwelling",700,1376,2000,1905
"1 One Dwelling",452.5,900,1900,1925
"1 One Dwelling",799,1296,1360,1930
"1 One Dwelling",400,1920,1825,1920
"1 One Dwelling",975,1976,4000,1910
"1 One Dwelling",855,1312,2591,1920
"1 One Dwelling",960,1576,2550,1925
"1 One Dwelling",775,1782,1918,1905
"1 One Dwelling",1350,1600,5051,1901
"1 One Dwelling",725,1280,3506,1910
"1 One Dwelling",750,1848,3331,1899
"1 One Dwelling",999.99,1620,2504,1925
"1 One Dwelling",1250,1698,3000,1920
"1 One Dwelling",915,1409,5935,1935
"1 One Dwelling",850.5,1062,3000,1930
"1 One Dwelling",825,1424,1900,1930
"1 One Dwelling",755,1490,3013,1925
"1 One Dwelling",300,1288,2263,1925
"1 One Dwelling",650,1460,1960,1920
"1 One Dwelling",700,1440,1512,1920
"1 One Dwelling",335,1152,2781,1920
"1 One Dwelling",542.5,960,1264,1945
